Project Name,Address,Floor,Area (sqm),Transacted Price ($),Unit Price ($ psm),Unit Price ($ psf),Sale Date,Tenure,Completion Date,Type of Sale,Purchaser Address Indicator,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area,Min(Floor),Max(Floor),LowFloorCutoff,TenureStart,PropertyAge,GroundFloor,LowFloor,HighFloor,Penthouse,NewPurchaser,HDBPurchaser,PrivatePurchaser,WestRegion,NorthRegion,NorthEastRegion,East Region,CentralRegion,Order,Order 2,Prior Transacted Price ($),Prior Sale Date,Profit ($),No of years owned,nearest_station_name,mrt_less_than_1,mrt_between_1_and_2,mrt_distance_grp,mrt_dist_meter,nearest_school_name,sch_distance_grp,sch_dist_meter,CPI at Resale Month,Floor_Level,Sale_Year
THE DEW,30 Bukit Batok Street 21  #13-06,13,112,600000,5357,498,12/11/2008,99 Yrs From 13/12/2000,2003,Resale,HDB,23,65,659636,West Region,Bukit Batok,1,16,8,13/12/2000,7.9,N,N,Y,N,N,Y,N,Y,N,N,N,N,0,2,485000,2/8/2001,115000,7.3,Bukit Batok,1,0,<1km,766.8418351,KEMING PRIMARY SCHOOL,<1km,125.528209,86.679,Top Half,2008
THE DEW,30 Bukit Batok Street 21  #13-06,13,112,1090000,9732,904,9/7/2018,99 Yrs From 13/12/2000,2003,Resale,Private,23,65,659636,West Region,Bukit Batok,1,16,8,13/12/2000,17.6,N,N,Y,N,N,N,Y,Y,N,N,N,N,0,3,600000,12/11/2008,490000,9.7,Bukit Batok,1,0,<1km,766.8418351,KEMING PRIMARY SCHOOL,<1km,125.528209,99.859,Top Half,2018
THE DEW,30 Bukit Batok Street 21  #13-07,13,129,1000000,7752,720,18/07/2011,99 Yrs From 13/12/2000,2003,Resale,HDB,23,65,659636,West Region,Bukit Batok,1,16,8,13/12/2000,10.6,N,N,Y,N,N,Y,N,Y,N,N,N,N,2,2,571000,23/07/2001,429000,10,Bukit Batok,1,0,<1km,766.8418351,KEMING PRIMARY SCHOOL,<1km,125.528209,92.913,Top Half,2011
THE DEW,30 Bukit Batok Street 21  #14-01,14,112,892000,7964,740,8/12/2011,99 Yrs From 13/12/2000,2003,Resale,Private,23,65,659636,West Region,Bukit Batok,1,16,8,13/12/2000,11,N,N,Y,N,N,N,Y,Y,N,N,N,N,2,2,470000,2/8/2001,422000,10.4,Bukit Batok,1,0,<1km,766.8418351,KEMING PRIMARY SCHOOL,<1km,125.528209,94.349,Top Half,2011
THE DEW,30 Bukit Batok Street 21  #14-02,14,112,640000,5714,531,29/07/2008,99 Yrs From 13/12/2000,2003,Resale,HDB,23,65,659636,West Region,Bukit Batok,1,16,8,13/12/2000,7.6,N,N,Y,N,N,Y,N,Y,N,N,N,N,2,2,475000,15/08/2001,165000,7,Bukit Batok,1,0,<1km,766.8418351,KEMING PRIMARY SCHOOL,<1km,125.528209,85.644,Top Half,2008
THE DEW,30 Bukit Batok Street 21  #14-07,14,129,1400000,10853,1008,5/7/2013,99 Yrs From 13/12/2000,2003,Resale,Private,23,65,659636,West Region,Bukit Batok,1,16,8,13/12/2000,12.6,N,N,Y,N,N,N,Y,Y,N,N,N,N,2,2,577000,18/07/2001,823000,12,Bukit Batok,1,0,<1km,766.8418351,KEMING PRIMARY SCHOOL,<1km,125.528209,98.422,Top Half,2013
THE DEW,30 Bukit Batok Street 21  #15-02,15,112,638000,5696,529,19/03/2009,99 Yrs From 13/12/2000,2003,Resale,HDB,23,65,659636,West Region,Bukit Batok,1,16,8,13/12/2000,8.3,N,N,Y,N,N,Y,N,Y,N,N,N,N,0,2,478000,2/8/2001,160000,7.6,Bukit Batok,1,0,<1km,766.8418351,KEMING PRIMARY SCHOOL,<1km,125.528209,85.178,Top Half,2009
THE DEW,30 Bukit Batok Street 21  #15-02,15,112,1050000,9375,871,8/5/2017,99 Yrs From 13/12/2000,2003,Resale,Private,23,65,659636,West Region,Bukit Batok,1,16,8,13/12/2000,16.4,N,N,Y,N,N,N,Y,Y,N,N,N,N,0,3,638000,19/03/2009,412000,8.1,Bukit Batok,1,0,<1km,766.8418351,KEMING PRIMARY SCHOOL,<1km,125.528209,99.596,Top Half,2017
THE DEW,30 Bukit Batok Street 21  #15-06,15,112,1050000,9375,871,25/11/2013,99 Yrs From 13/12/2000,2003,Resale,HDB,23,65,659636,West Region,Bukit Batok,1,16,8,13/12/2000,13,N,N,Y,N,N,Y,N,Y,N,N,N,N,2,2,491000,25/07/2001,559000,12.3,Bukit Batok,1,0,<1km,766.8418351,KEMING PRIMARY SCHOOL,<1km,125.528209,100.222,Top Half,2013
THE DEW,30 Bukit Batok Street 21  #16-01,16,173,575000,3324,309,31/10/2003,99 Yrs From 13/12/2000,2003,New Sale,HDB,23,65,659636,West Region,Bukit Batok,1,16,8,13/12/2000,2.9,N,N,N,Y,N,Y,N,Y,N,N,N,N,1,2,609000,7/8/2001,-34000,2.2,Bukit Batok,1,0,<1km,766.8418351,KEMING PRIMARY SCHOOL,<1km,125.528209,75.719,Penthouse,2003
THE DEW,30 Bukit Batok Street 21  #16-01,16,173,760000,4393,408,13/05/2009,99 Yrs From 13/12/2000,2003,Resale,HDB,23,65,659636,West Region,Bukit Batok,1,16,8,13/12/2000,8.4,N,N,N,Y,N,Y,N,Y,N,N,N,N,2,3,575000,31/10/2003,185000,5.5,Bukit Batok,1,0,<1km,766.8418351,KEMING PRIMARY SCHOOL,<1km,125.528209,85.082,Penthouse,2009
THE DEW,30 Bukit Batok Street 21  #16-03,16,217,1558888,7184,667,11/7/2012,99 Yrs From 13/12/2000,2003,Resale,HDB,23,65,659636,West Region,Bukit Batok,1,16,8,13/12/2000,11.6,N,N,N,Y,N,Y,N,Y,N,N,N,N,2,2,703000,16/07/2001,855888,11,Bukit Batok,1,0,<1km,766.8418351,KEMING PRIMARY SCHOOL,<1km,125.528209,96.63,Penthouse,2012
THE DEW,30 Bukit Batok Street 21  #16-04,16,217,882000,4065,378,16/04/2009,99 Yrs From 13/12/2000,2003,Resale,HDB,23,65,659636,West Region,Bukit Batok,1,16,8,13/12/2000,8.3,N,N,N,Y,N,Y,N,Y,N,N,N,N,0,2,673000,20/07/2001,209000,7.7,Bukit Batok,1,0,<1km,766.8418351,KEMING PRIMARY SCHOOL,<1km,125.528209,84.629,Penthouse,2009
THE DEW,30 Bukit Batok Street 21  #16-04,16,217,1628000,7502,697,8/6/2018,99 Yrs From 13/12/2000,2003,Resale,Private,23,65,659636,West Region,Bukit Batok,1,16,8,13/12/2000,17.5,N,N,N,Y,N,N,Y,Y,N,N,N,N,0,3,882000,16/04/2009,746000,9.2,Bukit Batok,1,0,<1km,766.8418351,KEMING PRIMARY SCHOOL,<1km,125.528209,100.006,Penthouse,2018
THE DEW,30 Bukit Batok Street 21  #16-06,16,173,820000,4740,440,12/6/2009,99 Yrs From 13/12/2000,2003,Resale,Private,23,65,659636,West Region,Bukit Batok,1,16,8,13/12/2000,8.5,N,N,N,Y,N,N,Y,Y,N,N,N,N,0,2,628000,16/07/2001,192000,7.9,Bukit Batok,1,0,<1km,766.8418351,KEMING PRIMARY SCHOOL,<1km,125.528209,84.707,Penthouse,2009
THE DEW,30 Bukit Batok Street 21  #16-06,16,173,1160000,6705,623,17/02/2012,99 Yrs From 13/12/2000,2003,Resale,Private,23,65,659636,West Region,Bukit Batok,1,16,8,13/12/2000,11.2,N,N,N,Y,N,N,Y,Y,N,N,N,N,0,3,820000,12/6/2009,340000,2.7,Bukit Batok,1,0,<1km,766.8418351,KEMING PRIMARY SCHOOL,<1km,125.528209,94.966,Penthouse,2012
WINDERMERE,30 Choa Chu Kang Street 64  #01-02,1,173,1157000,6688,621,21/06/2012,99 Yrs From 03/03/1997,1999,Resale,Private,23,68,689098,West Region,Choa Chu Kang,1,8,4,3/3/1997,15.3,Y,N,N,N,N,N,Y,Y,N,N,N,N,2,2,683700,26/07/1997,473300,14.9,Yew Tee,1,0,<1km,336.5058397,YEW TEE PRIMARY SCHOOL,<1km,87.74942587,96.407,Ground Floor,2012
WINDERMERE,30 Choa Chu Kang Street 64  #02-01,2,133,930000,6992,650,12/5/2016,99 Yrs From 03/03/1997,1999,Resale,Private,23,68,689098,West Region,Choa Chu Kang,1,8,4,3/3/1997,19.2,N,Y,N,N,N,N,Y,Y,N,N,N,N,2,2,632200,5/8/1997,297800,18.8,Yew Tee,1,0,<1km,336.5058397,YEW TEE PRIMARY SCHOOL,<1km,87.74942587,98.216,Bottom Half,2016
WINDERMERE,30 Choa Chu Kang Street 64  #02-02,2,133,440000,3308,307,5/1/2006,99 Yrs From 03/03/1997,1999,Resale,Private,23,68,689098,West Region,Choa Chu Kang,1,8,4,3/3/1997,8.8,N,Y,N,N,N,N,Y,Y,N,N,N,N,0,2,632200,29/07/1997,-192200,8.4,Yew Tee,1,0,<1km,336.5058397,YEW TEE PRIMARY SCHOOL,<1km,87.74942587,77.744,Bottom Half,2006
WINDERMERE,30 Choa Chu Kang Street 64  #02-02,2,133,950000,7143,664,23/11/2015,99 Yrs From 03/03/1997,1999,Resale,HDB,23,68,689098,West Region,Choa Chu Kang,1,8,4,3/3/1997,18.7,N,Y,N,N,N,Y,N,Y,N,N,N,N,0,3,440000,5/1/2006,510000,9.9,Yew Tee,1,0,<1km,336.5058397,YEW TEE PRIMARY SCHOOL,<1km,87.74942587,99.18,Bottom Half,2015
WINDERMERE,30 Choa Chu Kang Street 64  #03-02,3,133,900000,6767,629,13/05/2019,99 Yrs From 03/03/1997,1999,Resale,HDB,23,68,689098,West Region,Choa Chu Kang,1,8,4,3/3/1997,22.2,N,Y,N,N,N,Y,N,Y,N,N,N,N,2,2,635700,21/07/1997,264300,21.8,Yew Tee,1,0,<1km,336.5058397,YEW TEE PRIMARY SCHOOL,<1km,87.74942587,100.817,Bottom Half,2019
WINDERMERE,30 Choa Chu Kang Street 64  #04-02,4,133,618000,4647,432,18/02/2000,99 Yrs From 03/03/1997,1999,New Sale,HDB,23,68,689098,West Region,Choa Chu Kang,1,8,4,3/3/1997,3,N,Y,N,N,N,Y,N,Y,N,N,N,N,1,2,639200,26/07/1997,-21200,2.6,Yew Tee,1,0,<1km,336.5058397,YEW TEE PRIMARY SCHOOL,<1km,87.74942587,74.668,Bottom Half,2000
WINDERMERE,30 Choa Chu Kang Street 64  #07-02,7,133,852000,6406,595,25/02/2011,99 Yrs From 03/03/1997,1999,Resale,Private,23,68,689098,West Region,Choa Chu Kang,1,8,4,3/3/1997,14,N,N,Y,N,N,N,Y,Y,N,N,N,N,2,2,649700,4/8/1997,202300,13.6,Yew Tee,1,0,<1km,336.5058397,YEW TEE PRIMARY SCHOOL,<1km,87.74942587,90.793,Top Half,2011
BLOSSOM RESIDENCES,30 Segar Road  #03-04,3,98,890000,9082,844,18/09/2019,99 Yrs From 02/03/2011,2014,Resale,HDB,23,67,677721,West Region,Bukit Panjang,1,18,9,3/2/2011,8.6,N,Y,N,N,N,Y,N,Y,N,N,N,N,2,2,725000,5/10/2011,165000,8,Bukit Panjang,0,1,1-2KM,1463.449988,WEST SPRING PRIMARY SCHOOL,<1km,363.1782928,100.727,Bottom Half,2019
BLOSSOM RESIDENCES,30 Segar Road  #04-01,4,70,750000,10714,995,1/10/2019,99 Yrs From 02/03/2011,2014,Resale,N.A,23,67,677721,West Region,Bukit Panjang,1,18,9,3/2/2011,8.7,N,Y,N,N,Y,N,N,Y,N,N,N,N,2,2,568000,28/12/2011,182000,7.8,Bukit Panjang,0,1,1-2KM,1463.449988,WEST SPRING PRIMARY SCHOOL,<1km,363.1782928,NA,Bottom Half,2019
BLOSSOM RESIDENCES,30 Segar Road  #07-02,7,70,655000,9357,869,4/10/2018,99 Yrs From 02/03/2011,2014,Resale,Private,23,67,677721,West Region,Bukit Panjang,1,18,9,3/2/2011,7.7,N,Y,N,N,N,N,Y,Y,N,N,N,N,2,2,558000,30/08/2012,97000,6.1,Bukit Panjang,0,1,1-2KM,1463.449988,WEST SPRING PRIMARY SCHOOL,<1km,363.1782928,99.947,Bottom Half,2018
BLOSSOM RESIDENCES,30 Segar Road  #07-11,7,90,790000,8778,815,26/11/2018,99 Yrs From 02/03/2011,2014,Resale,HDB,23,67,677721,West Region,Bukit Panjang,1,18,9,3/2/2011,7.8,N,Y,N,N,N,Y,N,Y,N,N,N,N,2,2,669000,21/02/2012,121000,6.8,Bukit Panjang,0,1,1-2KM,1463.449988,WEST SPRING PRIMARY SCHOOL,<1km,363.1782928,100.111,Bottom Half,2018
BLOSSOM RESIDENCES,30 Segar Road  #08-05,8,101,942000,9327,866,30/09/2019,99 Yrs From 02/03/2011,2014,Resale,N.A,23,67,677721,West Region,Bukit Panjang,1,18,9,3/2/2011,8.7,N,Y,N,N,Y,N,N,Y,N,N,N,N,2,2,779000,22/08/2011,163000,8.1,Bukit Panjang,0,1,1-2KM,1463.449988,WEST SPRING PRIMARY SCHOOL,<1km,363.1782928,100.727,Bottom Half,2019
BLOSSOM RESIDENCES,30 Segar Road  #10-02,10,70,710000,10143,942,4/10/2019,99 Yrs From 02/03/2011,2014,Resale,N.A,23,67,677721,West Region,Bukit Panjang,1,18,9,3/2/2011,8.7,N,N,Y,N,Y,N,N,Y,N,N,N,N,2,2,564000,9/4/2012,146000,7.5,Bukit Panjang,0,1,1-2KM,1463.449988,WEST SPRING PRIMARY SCHOOL,<1km,363.1782928,NA,Top Half,2019
BLOSSOM RESIDENCES,30 Segar Road  #11-02,11,70,725000,10357,962,25/09/2019,99 Yrs From 02/03/2011,2014,Resale,N.A,23,67,677721,West Region,Bukit Panjang,1,18,9,3/2/2011,8.6,N,N,Y,N,Y,N,N,Y,N,N,N,N,2,2,566000,3/9/2012,159000,7.1,Bukit Panjang,0,1,1-2KM,1463.449988,WEST SPRING PRIMARY SCHOOL,<1km,363.1782928,100.727,Top Half,2019
BLOSSOM RESIDENCES,30 Segar Road  #11-04,11,98,950000,9694,901,4/10/2019,99 Yrs From 02/03/2011,2014,Resale,N.A,23,67,677721,West Region,Bukit Panjang,1,18,9,3/2/2011,8.7,N,N,Y,N,Y,N,N,Y,N,N,N,N,2,2,741000,11/8/2011,209000,8.2,Bukit Panjang,0,1,1-2KM,1463.449988,WEST SPRING PRIMARY SCHOOL,<1km,363.1782928,NA,Top Half,2019
BLOSSOM RESIDENCES,30 Segar Road  #11-09,11,90,875000,9722,903,6/9/2019,99 Yrs From 02/03/2011,2014,Resale,HDB,23,67,677721,West Region,Bukit Panjang,1,18,9,3/2/2011,8.6,N,N,Y,N,N,Y,N,Y,N,N,N,N,2,2,697000,9/9/2011,178000,8,Bukit Panjang,0,1,1-2KM,1463.449988,WEST SPRING PRIMARY SCHOOL,<1km,363.1782928,100.727,Top Half,2019
BLOSSOM RESIDENCES,30 Segar Road  #12-10,12,90,850000,9444,877,9/10/2019,99 Yrs From 02/03/2011,2014,Resale,N.A,23,67,677721,West Region,Bukit Panjang,1,18,9,3/2/2011,8.7,N,N,Y,N,Y,N,N,Y,N,N,N,N,2,2,679000,27/10/2011,171000,8,Bukit Panjang,0,1,1-2KM,1463.449988,WEST SPRING PRIMARY SCHOOL,<1km,363.1782928,NA,Top Half,2019
BLOSSOM RESIDENCES,30 Segar Road  #12-11,12,90,693000,7700,715,30/12/2016,99 Yrs From 02/03/2011,2014,Resale,HDB,23,67,677721,West Region,Bukit Panjang,1,18,9,3/2/2011,5.9,N,N,Y,N,N,Y,N,Y,N,N,N,N,2,2,679000,8/12/2011,14000,5.1,Bukit Panjang,0,1,1-2KM,1463.449988,WEST SPRING PRIMARY SCHOOL,<1km,363.1782928,99.351,Top Half,2016
BLOSSOM RESIDENCES,30 Segar Road  #15-03,15,90,885000,9833,914,26/09/2019,99 Yrs From 02/03/2011,2014,Resale,HDB,23,67,677721,West Region,Bukit Panjang,1,18,9,3/2/2011,8.6,N,N,Y,N,N,Y,N,Y,N,N,N,N,2,2,685000,2/4/2012,200000,7.5,Bukit Panjang,0,1,1-2KM,1463.449988,WEST SPRING PRIMARY SCHOOL,<1km,363.1782928,100.727,Top Half,2019
BLOSSOM RESIDENCES,30 Segar Road  #16-01,16,90,765000,8500,790,29/08/2018,99 Yrs From 02/03/2011,2014,Resale,Private,23,67,677721,West Region,Bukit Panjang,1,18,9,3/2/2011,7.6,N,N,Y,N,N,N,Y,Y,N,N,N,N,2,2,673000,4/10/2011,92000,6.9,Bukit Panjang,0,1,1-2KM,1463.449988,WEST SPRING PRIMARY SCHOOL,<1km,363.1782928,100.28,Top Half,2018
NORTHOAKS,30 Woodlands Crescent  #01-09,1,109,498000,4569,424,6/1/2009,99 Yrs From 16/12/1997,2000,Resale,Private,25,73,738086,North Region,Woodlands,1,15,7,16/12/1997,11.1,Y,N,N,N,N,N,Y,N,Y,N,N,N,0,2,376600,15/09/1998,121400,10.3,Sembawang,0,1,1-2KM,1662.776034,RIVERSIDE PRIMARY SCHOOL,<1km,458.7938774,85.937,Ground Floor,2009
NORTHOAKS,30 Woodlands Crescent  #01-09,1,109,590000,5413,503,23/11/2009,99 Yrs From 16/12/1997,2000,Resale,HDB,25,73,738086,North Region,Woodlands,1,15,7,16/12/1997,11.9,Y,N,N,N,N,Y,N,N,Y,N,N,N,0,3,498000,6/1/2009,92000,0.9,Sembawang,0,1,1-2KM,1662.776034,RIVERSIDE PRIMARY SCHOOL,<1km,458.7938774,85.996,Ground Floor,2009
NORTHOAKS,30 Woodlands Crescent  #01-10,1,133,595000,4474,416,17/01/2008,99 Yrs From 16/12/1997,2000,Resale,Private,25,73,738086,North Region,Woodlands,1,15,7,16/12/1997,10.1,Y,N,N,N,N,N,Y,N,Y,N,N,N,0,2,459500,31/08/1998,135500,9.4,Sembawang,0,1,1-2KM,1662.776034,RIVERSIDE PRIMARY SCHOOL,<1km,458.7938774,82.415,Ground Floor,2008
NORTHOAKS,30 Woodlands Crescent  #01-10,1,133,860000,6466,601,11/11/2011,99 Yrs From 16/12/1997,2000,Resale,Private,25,73,738086,North Region,Woodlands,1,15,7,16/12/1997,13.9,Y,N,N,N,N,N,Y,N,Y,N,N,N,0,3,595000,17/01/2008,265000,3.8,Sembawang,0,1,1-2KM,1662.776034,RIVERSIDE PRIMARY SCHOOL,<1km,458.7938774,94.314,Ground Floor,2011
NORTHOAKS,30 Woodlands Crescent  #01-13,1,152,940000,6184,575,2/12/2011,99 Yrs From 16/12/1997,2000,Resale,HDB,25,73,738086,North Region,Woodlands,1,15,7,16/12/1997,14,Y,N,N,N,N,Y,N,N,Y,N,N,N,2,2,565400,5/10/1998,374600,13.2,Sembawang,0,1,1-2KM,1662.776034,RIVERSIDE PRIMARY SCHOOL,<1km,458.7938774,94.349,Ground Floor,2011
NORTHOAKS,30 Woodlands Crescent  #01-15,1,133,570000,4286,398,29/10/2008,99 Yrs From 16/12/1997,2000,Resale,Private,25,73,738086,North Region,Woodlands,1,15,7,16/12/1997,10.9,Y,N,N,N,N,N,Y,N,Y,N,N,N,0,2,498500,5/10/1998,71500,10.1,Sembawang,0,1,1-2KM,1662.776034,RIVERSIDE PRIMARY SCHOOL,<1km,458.7938774,86.738,Ground Floor,2008
NORTHOAKS,30 Woodlands Crescent  #01-15,1,133,980000,7368,685,16/08/2012,99 Yrs From 16/12/1997,2000,Resale,HDB,25,73,738086,North Region,Woodlands,1,15,7,16/12/1997,14.7,Y,N,N,N,N,Y,N,N,Y,N,N,N,0,3,570000,29/10/2008,410000,3.8,Sembawang,0,1,1-2KM,1662.776034,RIVERSIDE PRIMARY SCHOOL,<1km,458.7938774,97.231,Ground Floor,2012
NORTHOAKS,30 Woodlands Crescent  #02-09,2,116,360000,3103,288,27/10/2006,99 Yrs From 16/12/1997,2000,Resale,HDB,25,73,738086,North Region,Woodlands,1,15,7,16/12/1997,8.9,N,Y,N,N,N,Y,N,N,Y,N,N,N,0,2,473700,1/7/1999,-113700,7.3,Sembawang,0,1,1-2KM,1662.776034,RIVERSIDE PRIMARY SCHOOL,<1km,458.7938774,78.322,Bottom Half,2006
NORTHOAKS,30 Woodlands Crescent  #02-09,2,116,605000,5216,485,21/12/2009,99 Yrs From 16/12/1997,2000,Resale,HDB,25,73,738086,North Region,Woodlands,1,15,7,16/12/1997,12,N,Y,N,N,N,Y,N,N,Y,N,N,N,0,3,360000,27/10/2006,245000,3.2,Sembawang,0,1,1-2KM,1662.776034,RIVERSIDE PRIMARY SCHOOL,<1km,458.7938774,85.478,Bottom Half,2009
NORTHOAKS,30 Woodlands Crescent  #02-09,2,116,810000,6983,649,30/04/2012,99 Yrs From 16/12/1997,2000,Resale,Private,25,73,738086,North Region,Woodlands,1,15,7,16/12/1997,14.4,N,Y,N,N,N,N,Y,N,Y,N,N,N,0,4,605000,21/12/2009,205000,2.4,Sembawang,0,1,1-2KM,1662.776034,RIVERSIDE PRIMARY SCHOOL,<1km,458.7938774,96.199,Bottom Half,2012
NORTHOAKS,30 Woodlands Crescent  #02-10,2,115,398000,3461,322,11/5/2006,99 Yrs From 16/12/1997,2000,Resale,HDB,25,73,738086,North Region,Woodlands,1,15,7,16/12/1997,8.4,N,Y,N,N,N,Y,N,N,Y,N,N,N,0,2,522200,17/05/2001,-124200,5,Sembawang,0,1,1-2KM,1662.776034,RIVERSIDE PRIMARY SCHOOL,<1km,458.7938774,77.946,Bottom Half,2006
NORTHOAKS,30 Woodlands Crescent  #02-10,2,115,645000,5609,521,22/12/2009,99 Yrs From 16/12/1997,2000,Resale,HDB,25,73,738086,North Region,Woodlands,1,15,7,16/12/1997,12,N,Y,N,N,N,Y,N,N,Y,N,N,N,0,3,398000,11/5/2006,247000,3.6,Sembawang,0,1,1-2KM,1662.776034,RIVERSIDE PRIMARY SCHOOL,<1km,458.7938774,85.478,Bottom Half,2009
NORTHOAKS,30 Woodlands Crescent  #02-10,2,115,745000,6478,602,7/7/2017,99 Yrs From 16/12/1997,2000,Resale,HDB,25,73,738086,North Region,Woodlands,1,15,7,16/12/1997,19.6,N,Y,N,N,N,Y,N,N,Y,N,N,N,0,4,645000,22/12/2009,100000,7.5,Sembawang,0,1,1-2KM,1662.776034,RIVERSIDE PRIMARY SCHOOL,<1km,458.7938774,99.223,Bottom Half,2017
NORTHOAKS,30 Woodlands Crescent  #02-11,2,120,552000,4600,427,25/08/2008,99 Yrs From 16/12/1997,2000,Resale,HDB,25,73,738086,North Region,Woodlands,1,15,7,16/12/1997,10.7,N,Y,N,N,N,Y,N,N,Y,N,N,N,0,2,544100,10/4/2001,7900,7.4,Sembawang,0,1,1-2KM,1662.776034,RIVERSIDE PRIMARY SCHOOL,<1km,458.7938774,85.974,Bottom Half,2008
NORTHOAKS,30 Woodlands Crescent  #02-11,2,120,768888,6407,595,11/3/2016,99 Yrs From 16/12/1997,2000,Resale,HDB,25,73,738086,North Region,Woodlands,1,15,7,16/12/1997,18.2,N,Y,N,N,N,Y,N,N,Y,N,N,N,0,3,552000,25/08/2008,216888,7.5,Sembawang,0,1,1-2KM,1662.776034,RIVERSIDE PRIMARY SCHOOL,<1km,458.7938774,98.911,Bottom Half,2016
NORTHOAKS,30 Woodlands Crescent  #02-13,2,116,405000,3491,324,6/11/2006,99 Yrs From 16/12/1997,2000,Resale,Private,25,73,738086,North Region,Woodlands,1,15,7,16/12/1997,8.9,N,Y,N,N,N,N,Y,N,Y,N,N,N,2,2,485500,5/10/1998,-80500,8.1,Sembawang,0,1,1-2KM,1662.776034,RIVERSIDE PRIMARY SCHOOL,<1km,458.7938774,78.322,Bottom Half,2006
NORTHOAKS,30 Woodlands Crescent  #02-14,2,120,819000,6825,634,2/4/2015,99 Yrs From 16/12/1997,2000,Resale,Private,25,73,738086,North Region,Woodlands,1,15,7,16/12/1997,17.3,N,Y,N,N,N,N,Y,N,Y,N,N,N,2,2,513600,3/2/1999,305400,16.2,Sembawang,0,1,1-2KM,1662.776034,RIVERSIDE PRIMARY SCHOOL,<1km,458.7938774,99.326,Bottom Half,2015
NORTHOAKS,30 Woodlands Crescent  #02-16,2,116,535000,4612,428,25/03/2008,99 Yrs From 16/12/1997,2000,Resale,HDB,25,73,738086,North Region,Woodlands,1,15,7,16/12/1997,10.3,N,Y,N,N,N,Y,N,N,Y,N,N,N,0,2,506800,20/03/2000,28200,8,Sembawang,0,1,1-2KM,1662.776034,RIVERSIDE PRIMARY SCHOOL,<1km,458.7938774,83.047,Bottom Half,2008
NORTHOAKS,30 Woodlands Crescent  #02-16,2,116,840000,7241,673,10/12/2012,99 Yrs From 16/12/1997,2000,Resale,HDB,25,73,738086,North Region,Woodlands,1,15,7,16/12/1997,15,N,Y,N,N,N,Y,N,N,Y,N,N,N,0,3,535000,25/03/2008,305000,4.7,Sembawang,0,1,1-2KM,1662.776034,RIVERSIDE PRIMARY SCHOOL,<1km,458.7938774,98.429,Bottom Half,2012
NORTHOAKS,30 Woodlands Crescent  #03-09,3,116,529600,4566,424,26/12/2000,99 Yrs From 16/12/1997,2000,New Sale,HDB,25,73,738086,North Region,Woodlands,1,15,7,16/12/1997,3,N,Y,N,N,N,Y,N,N,Y,N,N,N,1,2,476200,7/10/1998,53400,2.2,Sembawang,0,1,1-2KM,1662.776034,RIVERSIDE PRIMARY SCHOOL,<1km,458.7938774,75.513,Bottom Half,2000
NORTHOAKS,30 Woodlands Crescent  #03-09,3,116,740000,6379,593,21/04/2011,99 Yrs From 16/12/1997,2000,Resale,HDB,25,73,738086,North Region,Woodlands,1,15,7,16/12/1997,13.4,N,Y,N,N,N,Y,N,N,Y,N,N,N,2,3,529600,26/12/2000,210400,10.3,Sembawang,0,1,1-2KM,1662.776034,RIVERSIDE PRIMARY SCHOOL,<1km,458.7938774,91.231,Bottom Half,2011
NORTHOAKS,30 Woodlands Crescent  #03-11,3,120,560000,4667,434,20/07/2009,99 Yrs From 16/12/1997,2000,Resale,HDB,25,73,738086,North Region,Woodlands,1,15,7,16/12/1997,11.6,N,Y,N,N,N,Y,N,N,Y,N,N,N,2,2,546700,4/12/2000,13300,8.6,Sembawang,0,1,1-2KM,1662.776034,RIVERSIDE PRIMARY SCHOOL,<1km,458.7938774,85.431,Bottom Half,2009
NORTHOAKS,30 Woodlands Crescent  #03-15,3,115,793000,6896,641,23/11/2011,99 Yrs From 16/12/1997,2000,Resale,Private,25,73,738086,North Region,Woodlands,1,15,7,16/12/1997,13.9,N,Y,N,N,N,N,Y,N,Y,N,N,N,2,2,515200,29/12/1999,277800,11.9,Sembawang,0,1,1-2KM,1662.776034,RIVERSIDE PRIMARY SCHOOL,<1km,458.7938774,94.314,Bottom Half,2011
NORTHOAKS,30 Woodlands Crescent  #03-16,3,116,795000,6853,637,13/08/2012,99 Yrs From 16/12/1997,2000,Resale,HDB,25,73,738086,North Region,Woodlands,1,15,7,16/12/1997,14.7,N,Y,N,N,N,Y,N,N,Y,N,N,N,2,2,476200,28/07/1999,318800,13.1,Sembawang,0,1,1-2KM,1662.776034,RIVERSIDE PRIMARY SCHOOL,<1km,458.7938774,97.231,Bottom Half,2012
NORTHOAKS,30 Woodlands Crescent  #04-09,4,116,390000,3362,312,16/12/2005,99 Yrs From 16/12/1997,2000,Resale,HDB,25,73,738086,North Region,Woodlands,1,15,7,16/12/1997,8,N,Y,N,N,N,Y,N,N,Y,N,N,N,0,2,478700,13/11/1998,-88700,7.1,Sembawang,0,1,1-2KM,1662.776034,RIVERSIDE PRIMARY SCHOOL,<1km,458.7938774,77.924,Bottom Half,2005
NORTHOAKS,30 Woodlands Crescent  #04-09,4,116,818000,7052,655,17/04/2012,99 Yrs From 16/12/1997,2000,Resale,Private,25,73,738086,North Region,Woodlands,1,15,7,16/12/1997,14.3,N,Y,N,N,N,N,Y,N,Y,N,N,N,0,3,390000,16/12/2005,428000,6.3,Sembawang,0,1,1-2KM,1662.776034,RIVERSIDE PRIMARY SCHOOL,<1km,458.7938774,96.199,Bottom Half,2012
