Project Name,Address,Floor,Area (sqm),Transacted Price ($),Unit Price ($ psm),Unit Price ($ psf),Sale Date,Tenure,Completion Date,Type of Sale,Purchaser Address Indicator,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area,Min(Floor),Max(Floor),LowFloorCutoff,TenureStart,PropertyAge,GroundFloor,LowFloor,HighFloor,Penthouse,NewPurchaser,HDBPurchaser,PrivatePurchaser,WestRegion,NorthRegion,NorthEastRegion,East Region,CentralRegion,Order,Order 2,Prior Transacted Price ($),Prior Sale Date,Profit ($),No of years owned,nearest_station_name,mrt_less_than_1,mrt_between_1_and_2,mrt_distance_grp,mrt_dist_meter,nearest_school_name,sch_distance_grp,sch_dist_meter,CPI at Resale Month,Floor_Level,Sale_Year
LUSH ACRES,1 Fernvale Close  #05-03,5,86,868000,10093,938,29/07/2019,99 Yrs From 13/02/2013,2016,Resale,HDB,28,79,797485,North East Region,Sengkang,1,25,12,13/02/2013,6.5,N,Y,N,N,N,Y,N,N,N,Y,N,N,2,2,726165,6/12/2013,141835,5.6,Sengkang,0,1,1-2KM,1777.274177,FERN GREEN PRIMARY SCHOOL,<1km,275.4382334,100.242,Bottom Half,2019
THE RIVERVALE,1 Rivervale Link  #01-01,1,134,1030000,7687,714,3/4/2012,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,14.3,Y,N,N,N,N,Y,N,N,N,Y,N,N,2,2,563100,15/06/1999,466900,12.8,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,96.199,Ground Floor,2012
THE RIVERVALE,1 Rivervale Link  #01-16,1,150,850000,5667,526,5/10/2010,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,12.8,Y,N,N,N,N,Y,N,N,N,Y,N,N,0,2,574376,14/09/1999,275624,11.1,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,88.97,Ground Floor,2010
THE RIVERVALE,1 Rivervale Link  #01-16,1,150,1130000,7533,700,11/7/2013,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,15.6,Y,N,N,N,N,N,Y,N,N,Y,N,N,0,3,850000,5/10/2010,280000,2.8,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,98.422,Ground Floor,2013
THE RIVERVALE,1 Rivervale Link  #02-01,2,122,900000,7377,685,27/01/2012,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,14.1,N,Y,N,N,N,N,Y,N,N,Y,N,N,2,2,585150,22/10/1999,314850,12.3,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,95.225,Bottom Half,2012
THE RIVERVALE,1 Rivervale Link  #02-08,2,118,560000,4746,441,15/10/2008,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,10.8,N,Y,N,N,N,Y,N,N,N,Y,N,N,0,2,559000,1/8/1999,1000,9.2,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,86.738,Bottom Half,2008
THE RIVERVALE,1 Rivervale Link  #02-08,2,118,910000,7712,716,20/11/2015,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,17.9,N,Y,N,N,N,N,Y,N,N,Y,N,N,0,3,560000,15/10/2008,350000,7.1,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,99.18,Bottom Half,2015
THE RIVERVALE,1 Rivervale Link  #02-16,2,135,730000,5407,502,22/10/2009,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,11.9,N,Y,N,N,N,N,Y,N,N,Y,N,N,2,2,538792,1/8/1999,191208,10.2,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,85.951,Bottom Half,2009
THE RIVERVALE,1 Rivervale Link  #03-01,3,122,630000,5164,480,23/07/2009,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,11.6,N,Y,N,N,N,Y,N,N,N,Y,N,N,2,2,592800,5/7/1999,37200,10.1,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,85.431,Bottom Half,2009
THE RIVERVALE,1 Rivervale Link  #03-02,3,122,635000,5205,484,30/12/2007,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,10,N,Y,N,N,N,N,Y,N,N,Y,N,N,0,2,581400,15/07/1998,53600,9.5,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,81.555,Bottom Half,2007
THE RIVERVALE,1 Rivervale Link  #03-02,3,122,1050000,8607,800,18/05/2012,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,14.4,N,Y,N,N,N,N,Y,N,N,Y,N,N,0,3,635000,30/12/2007,415000,4.4,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,96.4,Bottom Half,2012
THE RIVERVALE,1 Rivervale Link  #03-03,3,121,424000,3504,326,22/12/2006,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,9,N,Y,N,N,N,Y,N,N,N,Y,N,N,0,2,552828,13/09/1999,-128828,7.3,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,78.554,Bottom Half,2006
THE RIVERVALE,1 Rivervale Link  #03-03,3,121,832000,6876,639,12/4/2011,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,13.3,N,Y,N,N,N,N,Y,N,N,Y,N,N,0,3,424000,22/12/2006,408000,4.3,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,91.231,Bottom Half,2011
THE RIVERVALE,1 Rivervale Link  #03-04,3,122,650000,5328,495,10/3/2008,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,10.2,N,Y,N,N,N,Y,N,N,N,Y,N,N,2,2,566865,19/12/2000,83135,7.2,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,83.047,Bottom Half,2008
THE RIVERVALE,1 Rivervale Link  #03-10,3,127,518000,4079,379,12/6/2007,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,9.5,N,Y,N,N,N,N,Y,N,N,Y,N,N,2,2,623800,12/6/1998,-105800,9,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,78.778,Bottom Half,2007
THE RIVERVALE,1 Rivervale Link  #03-13,3,121,860000,7107,660,22/12/2017,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,20,N,Y,N,N,N,Y,N,N,N,Y,N,N,0,2,385000,13/08/2004,475000,13.4,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,99.724,Bottom Half,2017
THE RIVERVALE,1 Rivervale Link  #03-14,3,121,850000,7025,653,13/05/2011,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,13.4,N,Y,N,N,N,Y,N,N,N,Y,N,N,0,2,554208,8/9/1999,295792,11.7,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,91.778,Bottom Half,2011
THE RIVERVALE,1 Rivervale Link  #03-14,3,121,946086,7819,726,28/09/2015,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,17.8,N,Y,N,N,N,Y,N,N,N,Y,N,N,0,3,850000,13/05/2011,96086,4.4,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,99.41,Bottom Half,2015
THE RIVERVALE,1 Rivervale Link  #03-15,3,122,525000,4303,400,17/05/2002,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,4.4,N,Y,N,N,N,Y,N,N,N,Y,N,N,2,2,581400,1/6/1998,-56400,4,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,75.424,Bottom Half,2002
THE RIVERVALE,1 Rivervale Link  #03-16,3,121,820000,6777,630,28/12/2010,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,13,N,Y,N,N,N,Y,N,N,N,Y,N,N,2,2,588000,1/6/1998,232000,12.6,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,89.401,Bottom Half,2010
THE RIVERVALE,1 Rivervale Link  #04-04,4,122,795000,6516,605,19/11/2010,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,12.9,N,Y,N,N,N,N,Y,N,N,Y,N,N,2,2,575890,1/2/2001,219110,9.8,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,89.265,Bottom Half,2010
THE RIVERVALE,1 Rivervale Link  #04-06,4,117,710000,6068,564,2/7/2010,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,12.5,N,Y,N,N,N,N,Y,N,N,Y,N,N,2,2,536636,22/09/1999,173364,10.8,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,88.117,Bottom Half,2010
THE RIVERVALE,1 Rivervale Link  #04-08,4,116,435000,3750,348,26/03/2006,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,8.3,N,Y,N,N,N,Y,N,N,N,Y,N,N,0,2,566100,14/07/1998,-131100,7.7,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,77.64,Bottom Half,2006
THE RIVERVALE,1 Rivervale Link  #04-08,4,116,595000,5129,477,3/9/2008,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,10.7,N,Y,N,N,N,N,Y,N,N,Y,N,N,0,3,435000,26/03/2006,160000,2.4,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,85.79,Bottom Half,2008
THE RIVERVALE,1 Rivervale Link  #04-09,4,116,630000,5431,505,10/12/2007,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,10,N,Y,N,N,N,N,Y,N,N,Y,N,N,0,2,566100,23/06/1998,63900,9.5,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,81.555,Bottom Half,2007
THE RIVERVALE,1 Rivervale Link  #04-09,4,116,850000,7328,681,11/12/2017,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,20,N,Y,N,N,N,N,Y,N,N,Y,N,N,0,3,630000,10/12/2007,220000,10,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,99.724,Bottom Half,2017
THE RIVERVALE,1 Rivervale Link  #04-13,4,121,955000,7893,733,24/08/2018,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,20.7,N,Y,N,N,N,N,Y,N,N,Y,N,N,2,2,538384,31/08/1999,416616,19,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,100.28,Bottom Half,2018
THE RIVERVALE,1 Rivervale Link  #04-14,4,121,596000,4926,458,5/6/2009,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,11.5,N,Y,N,N,N,Y,N,N,N,Y,N,N,0,2,545220,1/8/1999,50780,9.9,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,84.707,Bottom Half,2009
THE RIVERVALE,1 Rivervale Link  #04-14,4,121,865000,7149,664,26/05/2016,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,18.4,N,Y,N,N,N,N,Y,N,N,Y,N,N,0,3,596000,5/6/2009,269000,7,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,98.216,Bottom Half,2016
THE RIVERVALE,1 Rivervale Link  #04-16,4,121,648000,5355,498,16/03/2008,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,10.2,N,Y,N,N,N,N,Y,N,N,Y,N,N,2,2,599500,23/06/1998,48500,9.7,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,83.047,Bottom Half,2008
THE RIVERVALE,1 Rivervale Link  #05-01,5,122,910000,7459,693,3/11/2011,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,13.9,N,Y,N,N,N,Y,N,N,N,Y,N,N,0,2,607400,23/06/1998,302600,13.4,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,94.314,Bottom Half,2011
THE RIVERVALE,1 Rivervale Link  #05-01,5,122,895000,7336,682,16/01/2018,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,20.1,N,Y,N,N,N,N,Y,N,N,Y,N,N,0,3,910000,3/11/2011,-15000,6.2,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,99.533,Bottom Half,2018
THE RIVERVALE,1 Rivervale Link  #05-05,5,120,450000,3750,348,24/10/2005,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,7.9,N,Y,N,N,N,Y,N,N,N,Y,N,N,0,2,542256,15/09/1999,-92256,6.1,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,77.994,Bottom Half,2005
THE RIVERVALE,1 Rivervale Link  #05-05,5,120,750000,6250,581,28/04/2010,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,12.4,N,Y,N,N,N,N,Y,N,N,Y,N,N,0,3,450000,24/10/2005,300000,4.5,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,87.338,Bottom Half,2010
THE RIVERVALE,1 Rivervale Link  #05-05,5,120,938000,7817,726,2/4/2012,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,14.3,N,Y,N,N,N,N,Y,N,N,Y,N,N,0,4,750000,28/04/2010,188000,1.9,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,96.199,Bottom Half,2012
THE RIVERVALE,1 Rivervale Link  #05-06,5,117,825000,7051,655,14/04/2011,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,13.3,N,Y,N,N,N,N,Y,N,N,Y,N,N,2,2,550300,1/8/1998,274700,12.7,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,91.231,Bottom Half,2011
THE RIVERVALE,1 Rivervale Link  #05-09,5,116,534952,4612,428,23/08/1999,99 Yrs From 18/12/1997,2000,New Sale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,1.7,N,Y,N,N,N,Y,N,N,N,Y,N,N,1,2,569100,22/06/1998,-34148,1.2,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,73.944,Bottom Half,1999
THE RIVERVALE,1 Rivervale Link  #05-09,5,116,710000,6121,569,2/3/2010,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,12.2,N,Y,N,N,N,N,Y,N,N,Y,N,N,2,3,534952,23/08/1999,175048,10.5,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,86.548,Bottom Half,2010
THE RIVERVALE,1 Rivervale Link  #05-11,5,117,995000,8504,790,11/4/2013,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,15.3,N,Y,N,N,N,N,Y,N,N,Y,N,N,2,2,550300,1/7/1999,444700,13.8,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,97.601,Bottom Half,2013
THE RIVERVALE,1 Rivervale Link  #05-13,5,121,748000,6182,574,16/04/2010,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,12.3,N,Y,N,N,N,Y,N,N,N,Y,N,N,2,2,599700,2/7/1998,148300,11.8,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,87.338,Bottom Half,2010
THE RIVERVALE,1 Rivervale Link  #05-14,5,121,460000,3802,353,17/04/2006,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,8.3,N,Y,N,N,N,Y,N,N,N,Y,N,N,2,2,536096,1/9/1999,-76096,6.6,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,78.063,Bottom Half,2006
THE RIVERVALE,1 Rivervale Link  #05-15,5,122,450000,3689,343,23/03/2007,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,9.3,N,Y,N,N,N,N,Y,N,N,Y,N,N,2,2,596000,16/06/1998,-146000,8.8,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,77.819,Bottom Half,2007
THE RIVERVALE,1 Rivervale Link  #05-16,5,121,495000,4091,380,16/11/2005,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,7.9,N,Y,N,N,N,Y,N,N,N,Y,N,N,0,2,602500,3/8/1998,-107500,7.3,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,77.899,Bottom Half,2005
THE RIVERVALE,1 Rivervale Link  #05-16,5,121,900000,7438,691,14/07/2015,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,17.6,N,Y,N,N,N,Y,N,N,N,Y,N,N,0,3,495000,16/11/2005,405000,9.7,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,99.315,Bottom Half,2015
THE RIVERVALE,1 Rivervale Link  #06-02,6,122,810000,6639,617,3/9/2010,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,12.7,N,Y,N,N,N,N,Y,N,N,Y,N,N,2,2,599000,13/07/1999,211000,11.2,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,88.572,Bottom Half,2010
THE RIVERVALE,1 Rivervale Link  #06-08,6,116,686888,5921,550,2/2/2010,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,12.1,N,Y,N,N,N,N,Y,N,N,Y,N,N,2,2,572100,18/06/1998,114788,11.6,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,86.481,Bottom Half,2010
THE RIVERVALE,1 Rivervale Link  #06-12,6,120,1023800,8532,793,18/01/2013,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,15.1,N,Y,N,N,N,N,Y,N,N,Y,N,N,2,2,589500,25/06/1998,434300,14.6,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,98.615,Bottom Half,2013
THE RIVERVALE,1 Rivervale Link  #06-14,6,121,838000,6926,643,9/12/2010,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,13,N,Y,N,N,N,N,Y,N,N,Y,N,N,0,2,539088,3/9/1999,298912,11.3,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,89.401,Bottom Half,2010
THE RIVERVALE,1 Rivervale Link  #06-14,6,121,865000,7149,664,6/12/2016,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,19,N,Y,N,N,N,Y,N,N,N,Y,N,N,0,3,838000,9/12/2010,27000,6,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,99.351,Bottom Half,2016
THE RIVERVALE,1 Rivervale Link  #06-15,6,122,1088000,8918,829,3/12/2012,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,15,N,Y,N,N,N,N,Y,N,N,Y,N,N,2,2,599000,1/5/1999,489000,13.6,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,98.429,Bottom Half,2012
THE RIVERVALE,1 Rivervale Link  #07-01,7,122,858000,7033,653,8/11/2010,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,12.9,N,Y,N,N,N,N,Y,N,N,Y,N,N,2,2,613400,26/06/1998,244600,12.4,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,89.265,Bottom Half,2010
THE RIVERVALE,1 Rivervale Link  #07-02,7,122,600000,4918,457,23/04/2009,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,11.4,N,Y,N,N,N,Y,N,N,N,Y,N,N,0,2,571050,1/9/1999,28950,9.6,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,84.629,Bottom Half,2009
THE RIVERVALE,1 Rivervale Link  #07-02,7,122,842000,6902,641,18/01/2011,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,13.1,N,Y,N,N,N,N,Y,N,N,Y,N,N,0,3,600000,23/04/2009,242000,1.7,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,90.86,Bottom Half,2011
THE RIVERVALE,1 Rivervale Link  #07-03,7,121,872000,7207,670,31/10/2017,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,19.9,N,Y,N,N,N,N,Y,N,N,Y,N,N,2,2,565340,21/09/1999,306660,18.1,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,99.247,Bottom Half,2017
THE RIVERVALE,1 Rivervale Link  #07-08,7,116,468000,4034,375,5/4/2007,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,9.3,N,Y,N,N,N,Y,N,N,N,Y,N,N,2,2,575100,23/06/1998,-107100,8.8,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,78.417,Bottom Half,2007
THE RIVERVALE,1 Rivervale Link  #07-10,7,127,950008,7480,695,12/3/2018,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,20.2,N,Y,N,N,N,N,Y,N,N,Y,N,N,2,2,644800,16/06/1998,305208,19.8,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,99.798,Bottom Half,2018
THE RIVERVALE,1 Rivervale Link  #07-11,7,117,900000,7692,715,10/11/2011,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,13.9,N,Y,N,N,N,Y,N,N,N,Y,N,N,2,2,556300,10/3/1999,343700,12.7,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,94.314,Bottom Half,2011
THE RIVERVALE,1 Rivervale Link  #07-12,7,120,950000,7917,735,1/8/2018,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,20.6,N,Y,N,N,N,Y,N,N,N,Y,N,N,2,2,592500,25/06/1998,357500,20.1,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,100.28,Bottom Half,2018
THE RIVERVALE,1 Rivervale Link  #07-14,7,121,868000,7174,666,21/07/2016,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,18.6,N,Y,N,N,N,N,Y,N,N,Y,N,N,2,2,542080,1/8/1999,325920,17,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,98.667,Bottom Half,2016
THE RIVERVALE,1 Rivervale Link  #08-01,8,122,600000,4918,457,2/2/2009,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,11.1,N,Y,N,N,N,Y,N,N,N,Y,N,N,0,2,619200,18/06/1998,-19200,10.6,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,85.665,Bottom Half,2009
THE RIVERVALE,1 Rivervale Link  #08-01,8,122,850000,6967,647,21/10/2010,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,12.8,N,Y,N,N,N,Y,N,N,N,Y,N,N,0,3,600000,2/2/2009,250000,1.7,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,88.97,Bottom Half,2010
THE RIVERVALE,1 Rivervale Link  #08-01,8,122,1030000,8443,784,11/3/2014,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang,1,16,8,18/12/1997,16.2,N,Y,N,N,N,Y,N,N,N,Y,N,N,0,4,850000,21/10/2010,180000,3.4,Buangkok,1,0,<1km,735.3040566,NORTH VISTA PRIMARY SCHOOL,<1km,552.1320762,100.251,Bottom Half,2014
