Transacted Price,Area sqm,PropertyAge,Prior Transacted Price,No of years owned,GroundFloor,LowFloor,HighFloor,Penthouse,NewPurchaser,HDBPurchaser,PrivatePurchaser,WestRegion,NorthRegion,NorthEastRegion,East Region,CentralRegion,mrt_dist_meter,sch_dist_meter
950000,120,22.2,637800,21.3,0,0,0,1,0,0,1,0,0,0,1,0,1229.512657,278.9010659
470000,135,7.7,617000,7.3,1,0,0,0,0,1,0,1,0,0,0,0,336.5058397,87.74942586
928000,135,15.7,470000,8,1,0,0,0,0,1,0,1,0,0,0,0,336.5058397,87.74942586
800000,135,13.5,607400,13.2,1,0,0,0,0,0,1,1,0,0,0,0,336.5058397,87.74942586
885000,135,18.4,800000,4.8,1,0,0,0,0,0,1,1,0,0,0,0,336.5058397,87.74942586
475000,134,10.1,627400,9.7,0,1,0,0,0,1,0,1,0,0,0,0,336.5058397,87.74942586
620000,134,12,475000,1.8,0,1,0,0,0,1,0,1,0,0,0,0,336.5058397,87.74942586
965000,135,16,635500,15.6,0,1,0,0,0,0,1,1,0,0,0,0,336.5058397,87.74942586
430000,134,10.1,628100,9.7,0,1,0,0,0,1,0,1,0,0,0,0,336.5058397,87.74942586
950000,135,21.2,642500,20.7,0,1,0,0,0,1,0,1,0,0,0,0,336.5058397,87.74942586
462800,137,10,600700,9.6,0,1,0,0,0,1,0,1,0,0,0,0,336.5058397,87.74942586
945000,137,18.7,462800,8.7,0,1,0,0,0,1,0,1,0,0,0,0,336.5058397,87.74942586
858000,119,18.3,569700,17.9,0,1,0,0,0,1,0,1,0,0,0,0,336.5058397,87.74942586
872000,119,18.3,435000,8.3,0,1,0,0,0,1,0,1,0,0,0,0,336.5058397,87.74942586
950000,135,19.1,636400,18.8,0,1,0,0,0,1,0,1,0,0,0,0,336.5058397,87.74942586
650000,119,12.6,573800,12.2,0,1,0,0,0,1,0,1,0,0,0,0,336.5058397,87.74942586
450000,135,8.4,643400,8,0,1,0,0,0,1,0,1,0,0,0,0,336.5058397,87.74942586
681000,135,11.4,450000,3,0,1,0,0,0,0,1,1,0,0,0,0,336.5058397,87.74942586
945000,135,15.2,656500,14.9,0,1,0,0,0,0,1,1,0,0,0,0,336.5058397,87.74942586
580000,119,11.4,580000,11,0,1,0,0,0,0,1,1,0,0,0,0,336.5058397,87.74942586
785000,135,13.2,667000,12.8,0,0,1,0,0,1,0,1,0,0,0,0,336.5058397,87.74942586
720000,119,13.3,587800,12.9,0,0,1,0,0,1,0,1,0,0,0,0,336.5058397,87.74942586
415000,119,9.9,591300,9.4,0,0,1,0,0,0,1,1,0,0,0,0,336.5058397,87.74942586
860000,119,20.5,415000,10.6,0,0,1,0,0,1,0,1,0,0,0,0,336.5058397,87.74942586
670000,135,12.4,674000,12,0,0,1,0,0,1,0,1,0,0,0,0,336.5058397,87.74942586
960000,135,22.2,670000,9.8,0,0,1,0,0,1,0,1,0,0,0,0,336.5058397,87.74942586
628888,119,11,598300,10.6,0,0,1,0,0,1,0,1,0,0,0,0,336.5058397,87.74942586
905000,135,14.2,667900,13.8,0,0,1,0,0,1,0,1,0,0,0,0,336.5058397,87.74942586
430000,119,8.9,604700,8.5,0,0,1,0,0,1,0,1,0,0,0,0,336.5058397,87.74942586
545000,119,10.2,430000,1.3,0,0,1,0,0,0,1,1,0,0,0,0,336.5058397,87.74942586
430000,119,8.5,601800,8.1,0,0,1,0,0,0,1,1,0,0,0,0,336.5058397,87.74942586
948000,135,15.2,684500,14.8,0,0,1,0,0,1,0,1,0,0,0,0,336.5058397,87.74942586
928000,135,13.9,674900,13.6,0,0,1,0,0,0,1,1,0,0,0,0,336.5058397,87.74942586
1028000,135,15.6,688000,15.2,0,0,1,0,0,1,0,1,0,0,0,0,336.5058397,87.74942586
998000,135,21.7,1028000,6.1,0,0,1,0,0,0,1,1,0,0,0,0,336.5058397,87.74942586
895000,119,21.1,608800,20.7,0,0,1,0,0,0,1,1,0,0,0,0,336.5058397,87.74942586
720000,135,12.6,692500,12.1,0,0,1,0,0,1,0,1,0,0,0,0,336.5058397,87.74942586
868000,119,21.1,616200,20.6,0,0,1,0,0,0,1,1,0,0,0,0,336.5058397,87.74942586
950000,135,20.6,697000,20.2,0,0,1,0,0,0,1,1,0,0,0,0,336.5058397,87.74942586
615000,119,11.2,620700,10.8,0,0,1,0,0,1,0,1,0,0,0,0,336.5058397,87.74942586
898000,119,22.1,617800,21.7,0,0,1,0,0,1,0,1,0,0,0,0,336.5058397,87.74942586
988000,135,17.9,691200,17.5,0,0,1,0,0,0,1,1,0,0,0,0,336.5058397,87.74942586
600000,119,12.4,625200,12,0,0,1,0,0,0,1,1,0,0,0,0,336.5058397,87.74942586
708000,133,11.6,681900,11.1,0,0,1,0,0,1,0,1,0,0,0,0,336.5058397,87.74942586
580000,119,12.2,629700,11.7,0,0,1,0,0,1,0,1,0,0,0,0,336.5058397,87.74942586
900000,119,21.5,580000,9.3,0,0,1,0,0,1,0,1,0,0,0,0,336.5058397,87.74942586
350000,109,8.4,363000,7.6,1,0,0,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
625000,109,12,350000,3.7,1,0,0,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
588000,149,3,516100,2.2,1,0,0,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
720000,149,10.7,588000,7.7,1,0,0,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
1070000,152,15.6,570400,14.8,1,0,0,0,0,0,1,0,1,0,0,0,1662.776034,458.7938774
495000,152,8.9,570400,8.2,1,0,0,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
1060000,152,17.7,495000,8.8,1,0,0,0,0,0,1,0,1,0,0,0,1662.776034,458.7938774
995000,149,14.7,514300,14,1,0,0,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
443000,133,9.2,433600,8.5,1,0,0,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
630000,133,10.8,443000,1.6,1,0,0,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
625000,116,12.2,418000,8.4,0,1,0,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
790000,116,17.3,625000,5.1,0,1,0,0,0,0,1,0,1,0,0,0,1662.776034,458.7938774
770000,115,13.4,485000,9.5,0,1,0,0,0,0,1,0,1,0,0,0,1662.776034,458.7938774
765000,115,18.2,770000,4.8,0,1,0,0,0,0,1,0,1,0,0,0,1662.776034,458.7938774
822000,120,14.2,487000,13.4,0,1,0,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
760000,116,18.7,492700,17.7,0,1,0,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
798000,116,13.8,492700,13,0,1,0,0,0,0,1,0,1,0,0,0,1662.776034,458.7938774
528000,120,11.3,492100,10.3,0,1,0,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
380000,115,9.2,515600,5.8,0,1,0,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
530000,115,10.4,380000,1.3,0,1,0,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
640000,115,11.9,530000,1.5,0,1,0,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
839000,115,14.8,640000,2.9,0,1,0,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
680000,116,12.8,466200,11.2,0,1,0,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
755000,116,19.3,680000,6.5,0,1,0,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
550000,115,11.6,516800,8.2,0,1,0,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
680000,115,12.8,550000,1.2,0,1,0,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
816000,120,13.8,494600,12.9,0,1,0,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
830000,120,17.2,816000,3.4,0,1,0,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
375000,115,8.7,518300,5.8,0,1,0,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
820000,115,14.7,375000,6,0,1,0,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
535000,116,10,468700,9.1,0,1,0,0,0,0,1,0,1,0,0,0,1662.776034,458.7938774
910000,116,15.4,535000,5.4,0,1,0,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
684000,115,12.3,519500,9,0,1,0,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
552000,120,10.8,492000,9.9,0,1,0,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
730000,116,13.3,497700,12.5,0,1,0,0,0,0,1,0,1,0,0,0,1662.776034,458.7938774
775000,116,18.9,825000,5.1,0,1,0,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
725000,115,13.1,521000,10,0,1,0,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
736000,115,21,725000,7.9,0,1,0,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
380000,116,8.7,471200,7.9,0,1,0,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
558000,116,11.5,473700,9.9,0,1,0,0,0,0,1,0,1,0,0,0,1662.776034,458.7938774
406800,115,9.2,522100,5.9,0,1,0,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
790000,120,13.7,494500,13,0,1,0,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
383000,116,8.5,500200,7.7,0,1,0,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
535000,116,9.9,383000,1.4,0,1,0,0,0,0,1,0,1,0,0,0,1662.776034,458.7938774
465000,120,9.4,499600,8.6,0,1,0,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
960000,120,15.7,465000,6.3,0,1,0,0,0,0,1,0,1,0,0,0,1662.776034,458.7938774
428000,115,9.6,513600,7.2,0,1,0,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
608000,115,11.7,428000,2.1,0,1,0,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
820000,115,13.9,608000,2.2,0,1,0,0,0,0,1,0,1,0,0,0,1662.776034,458.7938774
550000,116,9.9,473700,9.2,0,1,0,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
622000,120,11.6,497000,10.9,0,1,0,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
825000,116,13.7,502700,12.9,0,1,0,0,0,0,1,0,1,0,0,0,1662.776034,458.7938774
545000,116,9.7,502700,8.9,0,1,0,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
575000,116,11.6,545000,1.9,0,1,0,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
688000,116,12.4,575000,0.8,0,1,0,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
827000,116,13.8,688000,1.4,0,1,0,0,0,0,1,0,1,0,0,0,1662.776034,458.7938774
640000,115,11.8,506300,10,0,1,0,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
835000,115,14.5,640000,2.7,0,1,0,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
860000,116,14.8,476200,14,0,1,0,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
440000,115,9.3,527500,6.2,0,1,0,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
650000,115,12,440000,2.7,0,1,0,0,0,0,1,0,1,0,0,0,1662.776034,458.7938774
685000,116,12.4,505200,11.6,0,1,0,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
800000,116,17.2,685000,4.7,0,1,0,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
406000,116,8.8,505200,8,0,1,0,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
585000,116,10.2,406000,1.5,0,1,0,0,0,0,1,0,1,0,0,0,1662.776034,458.7938774
810000,116,21.5,585000,11.3,0,1,0,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
520000,120,11.3,504600,10.6,0,1,0,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
835000,120,14.7,520000,3.3,0,1,0,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
515000,116,9.6,478700,8.8,0,1,0,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
780000,116,13.8,515000,4.2,0,1,0,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
802000,116,13.6,481200,12.8,0,0,1,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
808000,116,20.8,802000,7.2,0,0,1,0,0,0,1,0,1,0,0,0,1662.776034,458.7938774
700000,115,12.4,530200,9.4,0,0,1,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
772000,115,20,700000,7.6,0,0,1,0,0,0,1,0,1,0,0,0,1662.776034,458.7938774
570000,116,2.9,507700,2,0,0,1,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
938000,116,15.4,570000,12.5,0,0,1,0,0,0,1,0,1,0,0,0,1662.776034,458.7938774
800000,116,18.6,507700,17.8,0,0,1,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
570000,115,10.8,478200,9.1,0,0,1,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
840000,115,14,570000,3.2,0,0,1,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
780000,115,18.2,840000,4.2,0,0,1,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
562888,116,11,481200,10.1,0,0,1,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
840000,116,14.5,562888,3.5,0,0,1,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
558000,116,11.5,483700,10.1,0,0,1,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
580000,115,10.8,532800,7.6,0,0,1,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
800000,116,18.5,510200,17.7,0,0,1,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
835000,116,16.8,483700,16,0,0,1,0,0,0,1,0,1,0,0,0,1662.776034,458.7938774
820000,115,13.8,535500,10.6,0,0,1,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
790000,120,18.9,507000,17.9,0,0,1,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
910000,116,15,512700,14.2,0,0,1,0,0,0,1,0,1,0,0,0,1662.776034,458.7938774
600000,116,10.3,512700,9.5,0,0,1,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
385000,116,8.3,486200,7.5,0,0,1,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
908000,116,15.4,385000,7.1,0,0,1,0,0,0,1,0,1,0,0,0,1662.776034,458.7938774
845000,116,14.7,488700,13.2,0,0,1,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
550000,115,11.3,538200,8.3,0,0,1,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
708000,115,12.6,550000,1.2,0,0,1,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
393888,120,8.8,509500,8,0,0,1,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
535000,120,9.5,393888,0.8,0,0,1,0,0,0,1,0,1,0,0,0,1662.776034,458.7938774
388000,116,8.7,515200,7.8,0,0,1,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
565000,116,9.9,515200,9.1,0,0,1,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
909000,116,14.9,565000,4.9,0,0,1,0,0,0,1,0,1,0,0,0,1662.776034,458.7938774
833000,120,14.4,514600,13.6,0,0,1,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
602000,115,11.7,519700,9.9,0,0,1,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
942000,115,16.1,602000,4.4,0,0,1,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
370000,116,8.8,491200,7.2,0,0,1,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
550000,115,11.5,540900,8.6,0,0,1,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
388000,116,9,517700,8.1,0,0,1,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
830000,116,17.2,388000,8.1,0,0,1,0,0,0,1,0,1,0,0,0,1662.776034,458.7938774
820000,116,17.1,517700,16.4,0,0,1,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
535000,115,11.2,488200,9.7,0,0,1,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
910000,115,15.4,535000,4.2,0,0,1,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
688000,116,12.6,491200,11.8,0,0,1,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
828000,116,14.2,688000,1.6,0,0,1,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
803000,116,20.8,828000,6.6,0,0,1,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
778000,115,13,543500,10,0,0,1,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
718000,98,13.1,413700,12.3,0,0,1,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
739800,98,13.9,418000,13.1,0,0,1,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
630000,115,11.7,535000,9.3,0,0,1,0,0,0,1,0,1,0,0,0,1662.776034,458.7938774
926000,115,16,630000,4.3,0,0,1,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
720000,116,13,493700,11.9,0,0,1,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
413000,116,8,496200,6.3,0,0,1,0,0,0,1,0,1,0,0,0,1662.776034,458.7938774
385000,98,7.9,415700,7.1,0,0,1,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
482000,137,8.3,625400,7.1,0,0,1,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
500000,137,9.4,625400,8.6,0,0,1,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
1040000,137,15.4,500000,6,0,0,1,0,0,0,1,0,1,0,0,0,1662.776034,458.7938774
995000,137,20.9,1040000,5.5,0,0,1,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
690000,116,12.5,496200,11.4,0,0,1,0,0,1,0,0,1,0,0,0,1662.776034,458.7938774
510000,181,8.5,609400,7.7,0,0,0,1,0,1,0,0,1,0,0,0,1662.776034,458.7938774
750000,181,10,510000,1.5,0,0,0,1,0,1,0,0,1,0,0,0,1662.776034,458.7938774
1150000,181,14.7,750000,4.7,0,0,0,1,0,1,0,0,1,0,0,0,1662.776034,458.7938774
1060000,181,21.3,1150000,6.5,0,0,0,1,0,1,0,0,1,0,0,0,1662.776034,458.7938774
1100000,231,21.1,684800,20.3,0,0,0,1,0,1,0,0,1,0,0,0,1662.776034,458.7938774
618888,218,9.3,688700,7.7,0,0,0,1,0,1,0,0,1,0,0,0,1662.776034,458.7938774
830000,218,11.8,618888,2.5,0,0,0,1,0,0,1,0,1,0,0,0,1662.776034,458.7938774
580000,211,9.1,698700,6.7,0,0,0,1,0,0,1,0,1,0,0,0,1662.776034,458.7938774
1175000,211,12.8,580000,3.7,0,0,0,1,0,0,1,0,1,0,0,0,1662.776034,458.7938774
800000,86,3.6,788000,1.7,0,0,1,0,0,1,0,0,0,1,0,0,914.4389691,462.1156788
1380000,173,17.1,587028,16.1,1,0,0,0,0,0,1,0,0,1,0,0,395.8083118,137.2227409
1268000,123,12.6,481060,11.7,1,0,0,0,0,0,1,0,0,1,0,0,395.8083118,137.2227409
1180000,129,12,542230,11.1,0,1,0,0,0,1,0,0,0,1,0,0,395.8083118,137.2227409
860000,129,9,544813,8.1,0,1,0,0,0,1,0,0,0,1,0,0,395.8083118,137.2227409
1020000,125,10.2,503462,9.3,0,1,0,0,0,0,1,0,0,1,0,0,395.8083118,137.2227409
850000,161,7,615459,6.1,0,1,0,0,0,1,0,0,0,1,0,0,395.8083118,137.2227409
1530000,161,12,850000,5,0,1,0,0,0,1,0,0,0,1,0,0,395.8083118,137.2227409
1300000,151,13.9,583582,13,0,1,0,0,0,0,1,0,0,1,0,0,395.8083118,137.2227409
1000000,132,10.5,544813,9.6,0,1,0,0,0,1,0,0,0,1,0,0,395.8083118,137.2227409
848000,129,8.7,558597,7.8,0,1,0,0,0,0,1,0,0,1,0,0,395.8083118,137.2227409
1075000,129,11.2,848000,2.5,0,1,0,0,0,1,0,0,0,1,0,0,395.8083118,137.2227409
770000,119,8.7,489676,7.8,0,1,0,0,0,1,0,0,0,1,0,0,395.8083118,137.2227409
960000,119,9.7,770000,1,0,1,0,0,0,1,0,0,0,1,0,0,395.8083118,137.2227409
1100000,119,16.5,960000,6.8,0,1,0,0,0,1,0,0,0,1,0,0,395.8083118,137.2227409
1055000,119,17.9,1050000,2.5,0,1,0,0,0,1,0,0,0,1,0,0,395.8083118,137.2227409
937000,144,9.1,606844,8.2,0,1,0,0,0,0,1,0,0,1,0,0,395.8083118,137.2227409
1163800,144,10.2,937000,1.1,0,1,0,0,0,0,1,0,0,1,0,0,395.8083118,137.2227409
1500000,144,12.8,1163800,2.6,0,1,0,0,0,1,0,0,0,1,0,0,395.8083118,137.2227409
1260000,129,13.6,556014,12.7,0,1,0,0,0,1,0,0,0,1,0,0,395.8083118,137.2227409
1310000,132,12.1,552567,11.2,0,1,0,0,0,1,0,0,0,1,0,0,395.8083118,137.2227409
1045000,119,10.4,505184,9.5,0,1,0,0,0,1,0,0,0,1,0,0,395.8083118,137.2227409
1480000,144,12.4,609427,11.5,0,1,0,0,0,0,1,0,0,1,0,0,395.8083118,137.2227409
975000,129,9.5,566351,8.6,0,1,0,0,0,0,1,0,0,1,0,0,395.8083118,137.2227409
860000,129,8.8,558597,7.9,0,1,0,0,0,1,0,0,0,1,0,0,395.8083118,137.2227409
1075000,132,11,556014,10.1,0,1,0,0,0,0,1,0,0,1,0,0,395.8083118,137.2227409
1050000,119,10.9,507769,10,0,1,0,0,0,0,1,0,0,1,0,0,395.8083118,137.2227409
1390000,144,12.3,612013,11.4,0,1,0,0,0,1,0,0,0,1,0,0,395.8083118,137.2227409
825000,129,8.6,568937,7.7,0,1,0,0,0,1,0,0,0,1,0,0,395.8083118,137.2227409
840000,129,8.6,562044,7.7,0,1,0,0,0,1,0,0,0,1,0,0,395.8083118,137.2227409
1215000,129,11.6,840000,3,0,1,0,0,0,0,1,0,0,1,0,0,395.8083118,137.2227409
875000,119,9.3,498291,8.4,0,1,0,0,0,0,1,0,0,1,0,0,395.8083118,137.2227409
1468000,144,13.6,615459,12.7,0,1,0,0,0,0,1,0,0,1,0,0,395.8083118,137.2227409
820000,129,8.6,572383,7.7,0,1,0,0,0,1,0,0,0,1,0,0,395.8083118,137.2227409
830000,119,9,501737,8.1,0,0,1,0,0,0,1,0,0,1,0,0,395.8083118,137.2227409
1170000,119,16.9,513799,16,0,0,1,0,0,0,1,0,0,1,0,0,395.8083118,137.2227409
770000,129,8.3,574966,7.4,0,0,1,0,0,1,0,0,0,1,0,0,395.8083118,137.2227409
1250000,129,17,770000,8.7,0,0,1,0,0,0,1,0,0,1,0,0,395.8083118,137.2227409
1288000,132,18.6,564629,17.7,0,0,1,0,1,0,0,0,0,1,0,0,395.8083118,137.2227409
1100000,119,14.3,504323,13.3,0,0,1,0,0,1,0,0,0,1,0,0,395.8083118,137.2227409
1180000,144,9.7,621489,8.9,0,0,1,0,0,1,0,0,0,1,0,0,395.8083118,137.2227409
1528000,144,17.3,1180000,7.6,0,0,1,0,0,0,1,0,0,1,0,0,395.8083118,137.2227409
1030000,129,10.1,578413,9.2,0,0,1,0,0,0,1,0,0,1,0,0,395.8083118,137.2227409
1010000,119,10.3,507769,9.4,0,0,1,0,0,1,0,0,0,1,0,0,395.8083118,137.2227409
1145000,144,9.6,624074,8.8,0,0,1,0,0,1,0,0,0,1,0,0,395.8083118,137.2227409
920000,132,9.1,572383,8.3,0,0,1,0,0,0,1,0,0,1,0,0,395.8083118,137.2227409
1130000,119,16.4,525000,15.5,0,0,1,0,0,1,0,0,0,1,0,0,395.8083118,137.2227409
1100000,129,10.3,586167,9.4,0,0,1,0,0,0,1,0,0,1,0,0,395.8083118,137.2227409
1250000,129,16.6,1100000,6.3,0,0,1,0,0,1,0,0,0,1,0,0,395.8083118,137.2227409
1330000,129,13,578413,11.9,0,0,1,0,0,0,1,0,0,1,0,0,395.8083118,137.2227409
1200000,132,11.6,938000,2.1,0,0,1,0,0,1,0,0,0,1,0,0,395.8083118,137.2227409
1210000,132,15.6,1200000,4,0,0,1,0,0,0,1,0,0,1,0,0,395.8083118,137.2227409
858000,119,9.1,515521,8.2,0,0,1,0,0,1,0,0,0,1,0,0,395.8083118,137.2227409
898000,129,8.8,588750,8,0,0,1,0,0,1,0,0,0,1,0,0,395.8083118,137.2227409
1060000,129,10.1,581859,9.2,0,0,1,0,0,0,1,0,0,1,0,0,395.8083118,137.2227409
1180000,132,11.1,578413,10.2,0,0,1,0,0,1,0,0,0,1,0,0,395.8083118,137.2227409
946000,119,9.5,518107,8.6,0,0,1,0,0,0,1,0,0,1,0,0,395.8083118,137.2227409
1142000,119,13.9,530168,13,0,0,1,0,0,0,1,0,0,1,0,0,395.8083118,137.2227409
1280000,144,10.8,635273,9.8,0,0,1,0,0,0,1,0,0,1,0,0,395.8083118,137.2227409
886000,129,8.7,592197,7.9,0,0,1,0,0,1,0,0,0,1,0,0,395.8083118,137.2227409
868000,129,8.7,584443,7.9,0,0,1,0,0,0,1,0,0,1,0,0,395.8083118,137.2227409
541200,119,4.3,533615,3.4,0,0,1,0,0,1,0,0,0,1,0,0,395.8083118,137.2227409
1250000,119,17.7,541200,13.4,0,0,1,0,0,1,0,0,0,1,0,0,395.8083118,137.2227409
1280000,129,11.7,594782,10.8,0,0,1,0,0,1,0,0,0,1,0,0,395.8083118,137.2227409
1300000,129,17.4,1280000,5.7,0,0,1,0,0,1,0,0,0,1,0,0,395.8083118,137.2227409
1100000,119,16.5,524136,15.6,0,0,1,0,0,1,0,0,0,1,0,0,395.8083118,137.2227409
850000,119,9,536198,8.2,0,0,1,0,0,0,1,0,0,1,0,0,395.8083118,137.2227409
1150000,119,10.7,850000,1.6,0,0,1,0,0,0,1,0,0,1,0,0,395.8083118,137.2227409
1180000,119,15.4,1150000,4.7,0,0,1,0,0,1,0,0,0,1,0,0,395.8083118,137.2227409
1180000,227,8.9,748995,7.8,0,0,0,1,0,0,1,0,0,1,0,0,395.8083118,137.2227409
1750000,227,11.5,1180000,2.6,0,0,0,1,0,0,1,0,0,1,0,0,395.8083118,137.2227409
1248888,227,9.2,768808,8.3,0,0,0,1,0,1,0,0,0,1,0,0,395.8083118,137.2227409
855000,98,6.5,754900,5.2,0,0,1,0,0,1,0,0,1,0,0,0,1090.15578,577.3067173
1028000,123,7.2,860108,6,1,0,0,0,0,1,0,0,0,1,0,0,2466.477533,195.7388794
905000,97,6.2,747040,5,0,1,0,0,0,1,0,0,0,1,0,0,2466.477533,195.7388794
872000,97,4.3,790004,3.3,0,0,1,0,0,1,0,0,0,1,0,0,2466.477533,195.7388794
620290,69,3.4,547400,3.6,0,1,0,0,0,1,0,0,0,0,1,0,1207.089921,528.782116
975000,117,12.3,453500,11.9,1,0,0,0,0,1,0,0,0,0,1,0,1727.811769,336.2337477
670000,106,7.7,431390,6.8,0,1,0,0,0,1,0,0,0,0,1,0,1727.811769,336.2337477
950000,106,10.9,670000,3.3,0,1,0,0,0,1,0,0,0,0,1,0,1727.811769,336.2337477
825000,105,9,680000,1.2,0,1,0,0,0,0,1,0,0,0,1,0,1727.811769,336.2337477
765000,105,8,405620,7.6,0,1,0,0,0,1,0,0,0,0,1,0,1727.811769,336.2337477
960000,105,11.2,765000,3.2,0,1,0,0,0,1,0,0,0,0,1,0,1727.811769,336.2337477
705000,106,7.7,436970,7.3,0,1,0,0,0,1,0,0,0,0,1,0,1727.811769,336.2337477
820000,105,9.2,400810,8.2,0,1,0,0,0,1,0,0,0,0,1,0,1727.811769,336.2337477
860000,106,8.9,439770,8.5,0,1,0,0,0,1,0,0,0,0,1,0,1727.811769,336.2337477
